"Configuration ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Data","","","","","","","","","","","","","","","","","","","","","","","","","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90","91","92","93","94","95","96","97","98","99","100","101","102","103","104","105","106","107","108","109","110","111","112","113","114","115","116","117","118","119","120","121","122","","","","","","","","","","","","","","","","",""
"Month","","2026","","Site","location","","","","","Tel","","","","","Site","location","","","","","Tel","","","","PPA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","15","PTT E1","มหาสารคาม","58.32","540","108","193.07","","","0","","11","KKF","ขอนแก่น","1155.60","540","1260","2353.48","Network Site","","0","","November","10,557.07","15,498.44","23,532.68","29,136.29","10,317.67","60,792.89","17,339.82","92,676.13","19,685.87","17,067.44","10,280.25","33,212.86","28,854.32","26,023.01","5,130.79","2,795.91","7,004.65","5,413.37","2,617.44","7,121.81","1,016.83","2,982.10","39,884.31","11,418.09","20,243.51","13,067.41","3,140.78","16,578.42","78,825.30","349,288.04","114,705.89","103,353.03","30,117.88","10,318.44","14,768.92","4,269.28","9,271.65","29,878.09","28,170.78","60,969.55","12,929.04","23,164.80","17,710.39","9,697.01","25,197.56","29,183.68","38,175.74","60,213.82","17,794.91","49,518.37","35,670.83","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","16","PTT E2","มหาสารคาม","38.88","540","72","120.19","","","0","","13","CY Ph.1","สารคาม","585.00","325","1800","1919.07","Network Site","","0","","December","11,824.06","15,754.90","25,211.24","34,521.05","","","","","","","","33,519.35","31,345.49","27,472.25","5,539.13","2,998.39","6,675.36","5,523.35","2,833.57","8,165.51","1,143.10","3,186.64","45,710.37","13,984.85","25,038.19","13,041.05","3,683.87","","","318,327.41","104,648.85","97,517.83","28,609.19","","","","","","31,937.28","","","38,072.86","","","","","","","","59,314.51","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","17","PTT E3","มหาสารคาม","58.32","540","108","248.05","","","0","","14","CY Ph.2","สารคาม","343.20","330","1040","1329.86","Network Site","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","18","PTT E5","มหาสารคาม","68.04","540","126","208.84","","","0","","15","CY Ph.3","สารคาม","552.42","465","1188","2159.17","Network Site","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","19","PTT chester grill","มหาสารคาม","34.56","540","64","103.80","","","0","","16","CY Ph.4+5","สารคาม","658.26","540","1219","2469.25","Network Site","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","20","Mitsu KhonKaen Ph.1","ขอนแก่น","91.80","540","170","261.55","Network Site","","0","","17","KR Plastic","ขอนแก่น","2282.04","","","7710.18","095-052-0014","","137","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","21","Mitsu KhonKaen Ph.2","ขอนแก่น","10.80","450","24","34.49","Network Site","","0","","18","Warehouse KKF","ขอนแก่น","105.60","660","160","267.71","Network Site","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","22","Mitsu ChumPhae","ขอนแก่น","51.84","540","96","115.40","Network Site","","0","","19","Auto Motion Work","ขอนแก่่น","221.00","680","325","893.06","Network Site","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","23","CCP Ph.1","ชลบุรี","457.92","530","864","1396.64","","","288","","20","Thai - Sup","ขอนแก่่น","554.40","330","1680","1967.77","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","24","CCP Ph.2","ชลบุรี","124.02","530","234","405.17","","","288","","21","Prime","ขอนแก่น","426.00","665","641","1561.60","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","25","CPS","ชลบุรี","228.96","530","432","715.77","","","288","","22","Forest Water","ขอนแก่น","378.00","700","540","990.20","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","26","PCC","เชียงใหม่","186.30","540","345","439.37","Network Site","","0","","24","North Eastern Technological College","ขอนแก่น","187.44","710","264","574.96","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","27","Jipata","เชียงใหม่","40.50","540","75","112.07","Network Site","","0","","25","PTT 7-11 E1","มหาสารคาม","25.85","550","47","96.10","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","28","	Hexa ceram","เชียงใหม่","241.92","540","448","580.69","Network Site","","0","","26","PTT 7-11 E2","มหาสารคาม","25.85","550","47","96.49","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","29","	Thongtong Rubber","มุกดาหาร","972.00","540","1800","1734.40","","","0","","27","PTT 7-11 E3","มหาสารคาม","25.85","550","47","94.15","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","30","Ntec","มุกดาหาร","3893.04","540","5376","9090.35","083-943-8713","","319","","28","PTT 7-11 E5","มหาสารคาม","25.85","550","47","93.71","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","32","Nachitec","มุกดาหาร","1252.12","540","1728","2924.83","095-865-4390","","319","","29","Dialysis Clinic","โคราช","19.98","540","37","80.70","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","34","TOYOTA LOEI","เลย","194.40","540","360","464.32","","","288","","30","Luangsiri Ph.1","อุบลราชธานี","528.00","660","800","1851.19","Network Site","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","35","TOYOTA BURIRAM","บุรีรัมย์","233.28","540","432","641.56","094-515-0629","","288","","31","AAG","นนทบุรี","300.30","660","455","1135.05","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","36","TOYOTA SRICHAN","ขอนแก่น","109.00","545","200","264.28","094-367-3624","","288","","32","JD FOOD","สมุทรสาคร","612.48","660","928","2385.13","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","37","TOYOTA MALIWAN","ขอนแก่น","174.42","540","323","451.20","094-391-9835","","288","","33","TS. Industry","กรุงเทพ","313.22","665","471","1348.53","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","38","TOYOTA HEAD OFFICE","ขอนแก่น","362.40","540","671","1004.52","080-410-9858","","288","","34","Mektec","พระนครศรีอยุธยา","335.16","665","504","1293.74","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","39","T.P.K. ASIAN FOODS","ระนอง","127.68","665","192","845.69","","","0","","37","Seah","ชลบุรี","1431.10","665","2152","5146.34","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","41","Nissan KKT","ขอนแก่่น","211.20","660","320","519.93","","","0","","38","IJTT","ชลบุรี","1513.50","665","2276","4307.31","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","42","R89","ระนอง","399.00","665","600","1141.36","061-936-7515","","107","","39","TOA","สมุทรปราการ","1274.14","665","1916","4757.64","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","43","RC Farm Ph.1","ตราด","266.00","665","400","587.89","082-756-4723","","168","","40","Eternal resin","สมุทรปราการ","888.30","630","1410","3475.03","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","44","RC Farm Ph.2","ตราด","119.70","665","180","323.83","080-515-4332","","168","","41","E.Q. RUBBER","ชลบุุรี","1330.00","665","2000","3464.54","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","45","Procare","ชลบุุรี","518.70","665","780","1388.75","081-604-2078","","168","","42","PHATTHANA FROZEN","สมุทรสาคร","999.60","700","1428","3311.28","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","46","KANTANG Ph.1","ตรัง","585.00","665","880","1845.63","080-491-8207","","168","","43","Suksomboon Farm","ชลบุรี","1323.00","700","1890","3201.52","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","47","KANTANG Ph.2","ตรัง","652.00","665","980","1874.23","094-764-5624","","168","","44","TEM A","กรุุงเทพ","957.60","665","1440","3523.81","062-034-7833","","168","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","48","Fairy Plaza KK","ขอนแก่น","623.70","665","938","2035.36","061-696-0371","","107","","45","TEM B","กรุุงเทพ","186.20","665","280","679.03","080-513-3383","","168","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","50","A-PLA","ชลบุรี","532.00","665","800","1749.06","098-586-1854","","199","","46","TEM C","กรุุงเทพ","53.20","665","80","192.13","063-518-6766","","168","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","51","SAMCHAI","สมุทรปราการ","504.00","700","720","1537.65","","","107","","49","PVO HEAD OFFICE","กรุงเทพ","68.50","685","100","324.60","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","50","PVO CANTEEN BUILDING","ปทุมธานี","82.20","685","120","469.70","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","51","PVO - ENGINEERING","ปทุมธานี","411.00","685","600","1288.51","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","52","PVO - DF3 BUILDING","ปทุมธานี","739.80","685","1080","2356.20","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","55","TER Ph.1","ชลบุรี","133.00","665","200","469.70","Network Site","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
